==84201== NVPROF is profiling process 84201, command: saxpy_offload 128
==84201== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==84201== Profiling application: saxpy_offload 128
==84201== Profiling result:
==84201== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_2f_3253403_main_l37
          1                     fb_subp0_read_sectors   765095396   765095396   765095396   765095396
          1                     fb_subp1_read_sectors   764220484   764220484   764220484   764220484
          1                    fb_subp0_write_sectors  1832864437  1832864437  1832864437  1832864437
          1                    fb_subp1_write_sectors  1831927767  1831927767  1831927767  1831927767
          1              l2_subp0_write_sector_misses  1832523972  1832523972  1832523972  1832523972
          1              l2_subp1_write_sector_misses  1831215498  1831215498  1831215498  1831215498
          1               l2_subp0_read_sector_misses   765528195   765528195   765528195   765528195
          1               l2_subp1_read_sector_misses   763777839   763777839   763777839   763777839
          1          l2_subp0_read_tex_sector_queries   874663641   874663641   874663641   874663641
          1          l2_subp1_read_tex_sector_queries   872520922   872520922   872520922   872520922
          1         l2_subp0_write_tex_sector_queries  2146737624  2146737624  2146737624  2146737624
          1         l2_subp1_write_tex_sector_queries  2148229672  2148229672  2148229672  2148229672
          1             l2_subp0_read_tex_hit_sectors   108975186   108975186   108975186   108975186
          1             l2_subp1_read_tex_hit_sectors   108640388   108640388   108640388   108640388
          1            l2_subp0_write_tex_hit_sectors   547177300   547177300   547177300   547177300
          1            l2_subp1_write_tex_hit_sectors   549759720   549759720   549759720   549759720
          1        l2_subp0_total_read_sector_queries   874144060   874144060   874144060   874144060
          1        l2_subp1_total_read_sector_queries   872830805   872830805   872830805   872830805
          1       l2_subp0_total_write_sector_queries  2146735264  2146735264  2146735264  2146735264
          1       l2_subp1_total_write_sector_queries  2148232157  2148232157  2148232157  2148232157
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries      733067      733067      733067      733067
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm  3.0541e+10  3.0541e+10  3.0541e+10  3.0541e+10
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched     4194304     4194304     4194304     4194304
          1                              inst_issued0  1.0831e+11  1.0831e+11  1.0831e+11  1.0831e+11
          1                              inst_issued1  1.5239e+10  1.5239e+10  1.5239e+10  1.5239e+10
          1                             inst_executed  5.2350e+10  5.2350e+10  5.2350e+10  5.2350e+10
          1                      thread_inst_executed  1.6249e+12  1.6249e+12  1.6249e+12  1.6249e+12
          1   not_predicated_off_thread_inst_executed  1.5666e+12  1.5666e+12  1.5666e+12  1.5666e+12
          1                             active_cycles  3.0537e+10  3.0537e+10  3.0537e+10  3.0537e+10
          1                              active_warps  2.9167e+12  2.9167e+12  2.9167e+12  2.9167e+12
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched     1048576     1048576     1048576     1048576
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load           0           0           0           0
          1                              shared_store           0           0           0           0
          1                              generic_load   264241152   264241152   264241152   264241152
          1                             generic_store   265289728   265289728   265289728   265289728
          1                               global_load           0           0           0           0
          1                              global_store           0           0           0           0
          1                                local_load   557842432   557842432   557842432   557842432
          1                               local_store   566231040   566231040   566231040   566231040
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                    shared_ld_transactions    13902770    13902770    13902770    13902770
          1                    shared_st_transactions     9772001     9772001     9772001     9772001
          1                   shared_ld_bank_conflict      710579      710579      710579      710579
          1                   shared_st_bank_conflict      259368      259368      259368      259368
          1                           global_atom_cas           0           0           0           0
          1                          active_cycles_pm  3.0554e+10  3.0554e+10  3.0554e+10  3.0554e+10
          1                           active_warps_pm  2.6422e+11  2.6422e+11  2.6422e+11  2.6422e+11
          1                         elapsed_cycles_pm  3.0557e+10  3.0557e+10  3.0557e+10  3.0557e+10
          1                inst_executed_fp16_pipe_s0           0           0           0           0
          1                inst_executed_fp16_pipe_s1           0           0           0           0
          1                inst_executed_fp16_pipe_s2           0           0           0           0
          1                inst_executed_fp16_pipe_s3           0           0           0           0
          1                inst_executed_fp64_pipe_s0           0           0           0           0
          1                inst_executed_fp64_pipe_s1           0           0           0           0
          1                inst_executed_fp64_pipe_s2           0           0           0           0
          1                inst_executed_fp64_pipe_s3           0           0           0           0
          1                 inst_executed_fma_pipe_s0   203948034   203948034   203948034   203948034
          1                 inst_executed_fma_pipe_s1   203948026   203948026   203948026   203948026
          1                 inst_executed_fma_pipe_s2   203948034   203948034   203948034   203948034
          1                 inst_executed_fma_pipe_s3   203948034   203948034   203948034   203948034
          1              tensor_pipe_active_cycles_s0           0           0           0           0
          1              tensor_pipe_active_cycles_s1           0           0           0           0
          1              tensor_pipe_active_cycles_s2           0           0           0           0
          1              tensor_pipe_active_cycles_s3           0           0           0           0
          1                      pcie_tx_active_pulse           1           1           1           1
          1                      pcie_rx_active_pulse           2           2           2           2
          1                         active_cycles_sys   352383203   352383203   352383203   352383203
          1                        elapsed_cycles_sys   352383203   352383203   352383203   352383203
    Kernel: __omp_offloading_2f_3253403_main_l27
          1                     fb_subp0_read_sectors   823402933   823402933   823402933   823402933
          1                     fb_subp1_read_sectors   822647669   822647669   822647669   822647669
          1                    fb_subp0_write_sectors  2004884007  2004884007  2004884007  2004884007
          1                    fb_subp1_write_sectors  2005715488  2005715488  2005715488  2005715488
          1              l2_subp0_write_sector_misses  2006653803  2006653803  2006653803  2006653803
          1              l2_subp1_write_sector_misses  2003430599  2003430599  2003430599  2003430599
          1               l2_subp0_read_sector_misses   824201460   824201460   824201460   824201460
          1               l2_subp1_read_sector_misses   821804985   821804985   821804985   821804985
          1          l2_subp0_read_tex_sector_queries   936014068   936014068   936014068   936014068
          1          l2_subp1_read_tex_sector_queries   933974982   933974982   933974982   933974982
          1         l2_subp0_write_tex_sector_queries  2293587828  2293587828  2293587828  2293587828
          1         l2_subp1_write_tex_sector_queries  2286592140  2286592140  2286592140  2286592140
          1             l2_subp0_read_tex_hit_sectors   110610702   110610702   110610702   110610702
          1             l2_subp1_read_tex_hit_sectors   111043342   111043342   111043342   111043342
          1            l2_subp0_write_tex_hit_sectors   500714728   500714728   500714728   500714728
          1            l2_subp1_write_tex_hit_sectors   495601824   495601824   495601824   495601824
          1        l2_subp0_total_read_sector_queries   934695517   934695517   934695517   934695517
          1        l2_subp1_total_read_sector_queries   933546362   933546362   933546362   933546362
          1       l2_subp0_total_write_sector_queries  2293576967  2293576967  2293576967  2293576967
          1       l2_subp1_total_write_sector_queries  2286603126  2286603126  2286603126  2286603126
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries      759548      759548      759548      759548
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm  3.3420e+10  3.3420e+10  3.3420e+10  3.3420e+10
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched     4194304     4194304     4194304     4194304
          1                              inst_issued0  1.1957e+11  1.1957e+11  1.1957e+11  1.1957e+11
          1                              inst_issued1  1.5659e+10  1.5659e+10  1.5659e+10  1.5659e+10
          1                             inst_executed  5.2770e+10  5.2770e+10  5.2770e+10  5.2770e+10
          1                      thread_inst_executed  1.6383e+12  1.6383e+12  1.6383e+12  1.6383e+12
          1   not_predicated_off_thread_inst_executed  1.5801e+12  1.5801e+12  1.5801e+12  1.5801e+12
          1                             active_cycles  3.3417e+10  3.3417e+10  3.3417e+10  3.3417e+10
          1                              active_warps  2.8329e+12  2.8329e+12  2.8329e+12  2.8329e+12
          1                               shared_atom           0           0           0           0
          1                           sm_cta_launched     1048576     1048576     1048576     1048576
          1                           shared_atom_cas           0           0           0           0
          1                               shared_load           0           0           0           0
          1                              shared_store           0           0           0           0
          1                              generic_load   281018368   281018368   281018368   281018368
          1                             generic_store   290455552   290455552   290455552   290455552
          1                               global_load           0           0           0           0
          1                              global_store           0           0           0           0
          1                                local_load   583008256   583008256   583008256   583008256
          1                               local_store   591396864   591396864   591396864   591396864
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
