kernel,InputData,thread,event/metric,invocation,min,max,avg
__omp_offloading_2f_3253403_main_l27,default,128,1,elapsed_cycles_sys,385261545,385261545,385261545
__omp_offloading_2f_3253403_main_l37,default,16,1,fb_subp0_read_sectors,764539006,764539006,764539006
__omp_offloading_2f_3253403_main_l37,default,16,1,fb_subp1_read_sectors,765004622,765004622,765004622
__omp_offloading_2f_3253403_main_l37,default,16,1,fb_subp0_write_sectors,1830763858,1830763858,1830763858
__omp_offloading_2f_3253403_main_l37,default,16,1,fb_subp1_write_sectors,1833240882,1833240882,1833240882
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_write_sector_misses,1833011743,1833011743,1833011743
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_write_sector_misses,1831660643,1831660643,1831660643
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_read_sector_misses,764004181,764004181,764004181
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_read_sector_misses,765575217,765575217,765575217
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_read_tex_sector_queries,872253421,872253421,872253421
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_read_tex_sector_queries,874807950,874807950,874807950
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_write_tex_sector_queries,2148351652,2148351652,2148351652
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_write_tex_sector_queries,2146615644,2146615644,2146615644
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_read_tex_hit_sectors,107492097,107492097,107492097
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_read_tex_hit_sectors,108510653,108510653,108510653
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_write_tex_hit_sectors,550543964,550543964,550543964
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_write_tex_hit_sectors,549968420,549968420,549968420
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_total_read_sector_queries,870699416,870699416,870699416
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_total_read_sector_queries,874043543,874043543,874043543
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_total_write_sector_queries,2148362492,2148362492,2148362492
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_total_write_sector_queries,2146628599,2146628599,2146628599
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_read_sysmem_sector_queries,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_read_sysmem_sector_queries,833914,833914,833914
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp0_write_sysmem_sector_queries,4,4,4
__omp_offloading_2f_3253403_main_l37,default,16,1,l2_subp1_write_sysmem_sector_queries,1,1,1
__omp_offloading_2f_3253403_main_l37,default,16,1,elapsed_cycles_sm,3.0586e+10,3.0586e+10,3.0586e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_00,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_01,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_02,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_03,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_04,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_05,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_06,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,prof_trigger_07,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,warps_launched,4194304,4194304,4194304
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_issued0,1.0706e+11,1.0706e+11,1.0706e+11
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_issued1,1.5239e+10,1.5239e+10,1.5239e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed,5.2350e+10,5.2350e+10,5.2350e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,thread_inst_executed,1.6249e+12,1.6249e+12,1.6249e+12
__omp_offloading_2f_3253403_main_l37,default,16,1,not_predicated_off_thread_inst_executed,1.5666e+12,1.5666e+12,1.5666e+12
__omp_offloading_2f_3253403_main_l37,default,16,1,active_cycles,9.7378e+10,9.7378e+10,9.7378e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,active_warps,2.8595e+12,2.8595e+12,2.8595e+12
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_atom,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,sm_cta_launched,1048576,1048576,1048576
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_atom_cas,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_load,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_store,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,generic_load,264241152,264241152,264241152
__omp_offloading_2f_3253403_main_l37,default,16,1,generic_store,265289728,265289728,265289728
__omp_offloading_2f_3253403_main_l37,default,16,1,global_load,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,global_store,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,local_load,557842432,557842432,557842432
__omp_offloading_2f_3253403_main_l37,default,16,1,local_store,566231040,566231040,566231040
__omp_offloading_2f_3253403_main_l37,default,16,1,atom_count,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,gred_count,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_ld_transactions,13918766,13918766,13918766
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_st_transactions,9775640,9775640,9775640
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_ld_bank_conflict,715557,715557,715557
__omp_offloading_2f_3253403_main_l37,default,16,1,shared_st_bank_conflict,259723,259723,259723
__omp_offloading_2f_3253403_main_l37,default,16,1,global_atom_cas,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,active_cycles_pm,3.0562e+10,3.0562e+10,3.0562e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,active_warps_pm,2.5543e+11,2.5543e+11,2.5543e+11
__omp_offloading_2f_3253403_main_l37,default,16,1,elapsed_cycles_pm,3.0566e+10,3.0566e+10,3.0566e+10
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp16_pipe_s0,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp16_pipe_s1,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp16_pipe_s2,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp16_pipe_s3,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp64_pipe_s0,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp64_pipe_s1,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp64_pipe_s2,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fp64_pipe_s3,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fma_pipe_s0,203948030,203948030,203948030
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fma_pipe_s1,203948038,203948038,203948038
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fma_pipe_s2,203948028,203948028,203948028
__omp_offloading_2f_3253403_main_l37,default,16,1,inst_executed_fma_pipe_s3,203948032,203948032,203948032
__omp_offloading_2f_3253403_main_l37,default,16,1,tensor_pipe_active_cycles_s0,0,0,0
__omp_offloading_2f_3253403_main_l37,default,16,1,tensor_pipe_active_cycles_s1,0,0,0
