==121226== NVPROF is profiling process 121226, command: hotspot_offload 64 64 2 8 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121226== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==121226== Profiling application: hotspot_offload 64 64 2 8 ../../data/hotspot/temp_64 ../../data/hotspot/power_64 output.out
==121226== Profiling result:
==121226== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-SXM2-16GB (0)"
    Kernel: __omp_offloading_30_958188__Z17compute_tran_tempPfiS_S_ii_l183
          1                     fb_subp0_read_sectors        3635        3635        3635        3635
          1                     fb_subp1_read_sectors        3693        3693        3693        3693
          1                    fb_subp0_write_sectors        3767        3767        3767        3767
          1                    fb_subp1_write_sectors        3618        3618        3618        3618
          1              l2_subp0_write_sector_misses        2850        2850        2850        2850
          1              l2_subp1_write_sector_misses        2856        2856        2856        2856
          1               l2_subp0_read_sector_misses        2332        2332        2332        2332
          1               l2_subp1_read_sector_misses        2365        2365        2365        2365
          1          l2_subp0_read_tex_sector_queries         806         806         806         806
          1          l2_subp1_read_tex_sector_queries         795         795         795         795
          1         l2_subp0_write_tex_sector_queries        7504        7504        7504        7504
          1         l2_subp1_write_tex_sector_queries       14227       14227       14227       14227
          1             l2_subp0_read_tex_hit_sectors         573         573         573         573
          1             l2_subp1_read_tex_hit_sectors         558         558         558         558
          1            l2_subp0_write_tex_hit_sectors        7265        7265        7265        7265
          1            l2_subp1_write_tex_hit_sectors       13976       13976       13976       13976
          1        l2_subp0_total_read_sector_queries        3714        3714        3714        3714
          1        l2_subp1_total_read_sector_queries      101357      101357      101357      101357
          1       l2_subp0_total_write_sector_queries       14935       14935       14935       14935
          1       l2_subp1_total_write_sector_queries        8221        8221        8221        8221
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries       97190       97190       97190       97190
          1      l2_subp0_write_sysmem_sector_queries           4           4           4           4
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1                         elapsed_cycles_sm  2607382016  2607382016  2607382016  2607382016
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched           2           2           2           2
          1                              inst_issued0    63414317    63414317    63414317    63414317
