App, thread, inputdata, exetime 
hotspot,8,64,0.141560
hotspot,16,64,0.090000
hotspot,32,64,0.124775
hotspot,64,64,0.101480
hotspot,128,64,0.097130
hotspot,8,512,0.113315
hotspot,16,512,0.098840
hotspot,32,512,0.095066
hotspot,64,512,0.094842
hotspot,128,512,0.083510
hotspot,8,1024,0.080152
hotspot,16,1024,0.090908
hotspot,32,1024,0.080444
hotspot,64,1024,0.091216
hotspot,128,1024,0.117531
